fid,display_name,verified_addresses,casts_count
11961,Tekr0x,['0x5ffd23b1b0350debb17a2cb668929ac5f76d0e18'],1
195591,Community Alchemist,[],1
195216,King,[],1
14194,Fadhil Bagas Tito,['0xf61c0aea9a871f04875e39735fb3587908afa34c'],1
189507,Tonny389.eth,['0x1c2666e824d75f38e9915a6d8fb60c187a6adeca'],1
193523,dudbofexyz,[],1
206119,Paris,"['0x1a9216820c8dfde176b8543bef5520f863605ef8', '0x1a9216820c8dfde176b8543bef5520f863605ef8']",1
208686,der Narrenturm,['0x53957b8442a60cf46a0f55a0182bec8c6588d95a'],1
198852,Chandler,[],1
187944,Gerard,[],1
16729,Airveee,['0x3b9346bb278a2bc6f84a9b32835fc10216c99ecf'],1
6501,amelielasker.eth,[],1
192455,wesely,"['0x19fc61b27c96e4c84375128b02ca5dcdaa11a075', '0x19fc61b27c96e4c84375128b02ca5dcdaa11a075']",1
189598,Will ,[],1
188682,Airdropbouns,[],1
194040,buschbarr001,[],1
749,Adam,['0x27d5bc8fc3251541f9b17d87a53e86e764d1db4e'],1
21911,PapaChoi,[],1
14176,Sayonara,['0x503a5161d1c5d9d82bf35a4c80da0c3ad72d9244'],1
20323,0x0neill.eth 🛡️,['0xe13ee4df81868304b4a4ba21ca0da6dc59de48be'],1
2194,Paul Cowgill,"['0x662127bf82b794a26b7ddb6b495f6a5a20b81738', '0x18ec99d6665adb5d7d680dfee58b2461d5a2c54a']",1
17137,d_ttang,['0x4630cf0fa55f83e11e43286ff04fc6930e1eb095'],1
20941,Mataverse,['0xd174ad0d1e36c7a60cd922e966354095233f8f23'],1
193452,Luffy,['0x75bdf2766ae21084116665a7b1d48051599e84d6'],1
17626,REIRI,['0x688d0cef9d2ad572e2b889ea595a042a1821e5ff'],1
23616,abanden,[],1
12457,obxium,['0xf65db13b5ee031cb0ebba525ef21aa6c586681b3'],1
16871,//trip,['0x29a201264e5916ab34d45d432fffc447ee4b22b4'],1
190225,Tony Lam,[],1
16340,soyboy,[],1
191776,R,[],1
16284,Rose,['0x09cc4b3a27e3715596c5ede07e95da490340d27a'],1
195211,CryptoBull,['0xbacfe2d0f7f1fd35c5c97726ea2b208fa222e620'],1
192402,BigMouth,[],1
23786,UnbearishBear,['0xff82434eb4b027b0d27a1600166eed4bb43229bb'],1
13901,Marissa,['0x0a2648ad71b4d80b08323dda7e8aa412356c072b'],1
15116,Arsenal,['0x43fff20076f4d15cee0acac4714483874fce8c16'],1
192247,Kenshin,['0xcca001b39452c7fde94adab4c00cddf2c594aa30'],1
12544,mk4,[],1
18408,Midas Whale 👑🐳,['0x794c94f1b5e455c1dba27bb28c6085db0fe544f9'],1
15732,kompreni,['0x4133c79e575591b6c380c233fffb47a13348de86'],1
22274,0xAur,['0x3f170496f84c11668e00c572f391dfc5fbcd1db9'],1
9498,0xfrank,[],1
193110,laogeshuai,[],1
203173,Marcin,[],1
193948,chasing credibly,['0xc941a6c7ce42ae17015f8c0be2f0b9887481f552'],1
191710,Nhan,['0xe5becfb1ec0f26fec6aa87778244f89534803ddb'],1
193042,little-cat,[],1
199301,Frank Chandler,"['0xe26eb7812ae4436561b6b335775d07680e9fb992', '0xe26eb7812ae4436561b6b335775d07680e9fb992', '0xe26eb7812ae4436561b6b335775d07680e9fb992', '0xe26eb7812ae4436561b6b335775d07680e9fb992', '0xe26eb7812ae4436561b6b335775d07680e9fb992', '0xe26eb7812ae4436561b6b335775d07680e9fb992', '0xe26eb7812ae4436561b6b335775d07680e9fb992', '0xe26eb7812ae4436561b6b335775d07680e9fb992', '0xe26eb7812ae4436561b6b335775d07680e9fb992', '0xe26eb7812ae4436561b6b335775d07680e9fb992', '0xe26eb7812ae4436561b6b335775d07680e9fb992', '0xe26eb7812ae4436561b6b335775d07680e9fb992', '0xe26eb7812ae4436561b6b335775d07680e9fb992', '0xe26eb7812ae4436561b6b335775d07680e9fb992', '0xe26eb7812ae4436561b6b335775d07680e9fb992', '0xe26eb7812ae4436561b6b335775d07680e9fb992', '0xe26eb7812ae4436561b6b335775d07680e9fb992']",1
23938,Lama,"['0xf396923a852cb675aa52604ecd6489385da4b9cf', '0xf396923a852cb675aa52604ecd6489385da4b9cf']",1
193876,Hitasyurek,['0x4830764cb1252fc7553231e2fbf5b09961a29c59'],1
159,Jason Crawford,['0x4886a82c20baf3d63a3cececd36dfcbacdb070a8'],1
189710,Hank,['0xdced828e70decb3b612bde1031d253408df848c6'],1
22355,896,[],1
21270,The Analyst,[],1
191612,Gabe,[],1
20067,Moon,[],1
192519,Eth,['0x4e848a0a56426fe50c9ae5a78c576faece5d3213'],1
23239,enj,['0xe859fc404e8e1d90b779506d403ed580f51305af'],1
199859,vinyrcius,"['0xffbb4698296e45cbb9a8992dd11be885bceb92cf', '0xffbb4698296e45cbb9a8992dd11be885bceb92cf', '0xffbb4698296e45cbb9a8992dd11be885bceb92cf']",1
209021,Taylor Murray,[],1
19002,Quix,[],1
10143,Eric Platon,['0xb29fe76f64dc51aee3d40a2a05a8ddf16f770adb'],1
191272,Happy,[],1
193538,Aleix Moreno Telesforo,[],1
190800,dbrdbs,[],1
18286,Likee,['0x369c1f1be366e2b4f1df3a570c8b32bc0dbad33a'],1
189656,Goverland,['0xb5dba35092ad57c02219b2e0abf60d67c7d2f71e'],1
14728,bundemshake,['0x2ba9b338a883621f3ebe882251a8ff0a6612b9f6'],1
9176,Spenser Huang,[],1
197207,raimaxcoin,['0xf6e96cac88a7ee5b7f9a95be251554b6fd151fa2'],1
194295,badkids,[],1
18219,Cédric,[],1
192707,Kozakura,[],1
196399,Minh Quan,['0x0fce5d938ef7ebd0ce0306406ebb40668014693a'],1
194408,feefeems,[],1
187701,Classicus,['0xcd78358fb5fc823b9e789605b7b4fdc1def14a1e'],1
203341,Beatrix,[],1
7384,crites.eth,['0x9ae3b3c41b0466717fd53d4e2612611ee8ec9a84'],1
17689,3am pepe,['0xda4310f3d615fead9be10f0bff2b40eff135e683'],1
6498,snail ,['0xe8ce68a7e93525566915f4392ed11a9e2feef5af'],1
194768,smiley,[],1
191083,Pé Ngốk Ngếk,"['0xd4aa75654292a494274527eba2fc2b9f8f9bf90b', '0xecae9c87a341ec57221e1f5c76d1252f0e51911b']",1
9146,Engin,"['0xd16f12b1c5b1cfbc14893b620578196021e97e68', '0xd16f12b1c5b1cfbc14893b620578196021e97e68', '0xd16f12b1c5b1cfbc14893b620578196021e97e68']",1
24132,jvbaoge,[],1
189673,Yazhisai Sivanathan,[],1
1887,Alberto Ornaghi,['0x158d6dde3f17411f4365ef7cda7db8fffbb6dda9'],1
193477,NAUT,"['0xadc7da3373be7bd27c0ac4109cacd6025bda1cd9', '0xadc7da3373be7bd27c0ac4109cacd6025bda1cd9', '0xadc7da3373be7bd27c0ac4109cacd6025bda1cd9']",1
24002,Surf,[],1
20176,Oku Trade,['0xde219fe970acbc88c63c9c4d0705837c6701495f'],1
192355,marunp,['0x13b3ff6f1d996eaf36022ea2a92669e1371e46d7'],1
188546,zkBio,['0xb2fe752658b69bb6121cc20fc44453cb64a41c84'],1
193100,promise,[],1
4812,Stephen,['0xa59205e7063de781e43a1e6012a342b0c3ce08e6'],1
15640,Pari,['0x07b910299e7e74096d7091af11fa5faa68dad888'],1
193874,Ali,[],1
210413,Francisco ,"['0xb005d757501dd66ed816dcba2e557691d92b3b59', '0xb005d757501dd66ed816dcba2e557691d92b3b59']",1
209013,Gustavo Barbosa França,[],1
193059,Lampo,"['0x86ceae21e96e6c4f14f18e2db7c6df4977c64166', '0x86ceae21e96e6c4f14f18e2db7c6df4977c64166']",1
5267,Ashutosh,['0xa15a60b626bb5df4f967a3a7833eda31fc7b7f3a'],1
196698,Cryptohunger,['0x398337b61fbf06ecdbe654b6ad2d26a6f826cdc8'],1
19828,Igor,['0x14869c6bf40bbc73e45821f7c28fd792151b3f9a'],1
11205,Branksy Pop ,['0xa42fc5acff39ee880218724038e18c984fa78253'],1
196482,LtDan,[],1
192616,L C,[],1
203579,Richy,[],1
195470,0xJuly,['0x413d7aa8a586dd301a9b223e7ab4b03fa5ddb033'],1
13329,exynos.eth,['0xd7e9d18153de624713c18b1ca18a238c42033ea5'],1
209755,Eliezer ,[],1
1478,grego,['0x3f1f96e4c16f4670da13a047779fc61a7895c3cb'],1
190178,Sam,"['0x85eb79cd8b46305dfb5eb0961cc46a11bb265b0c', '0x85eb79cd8b46305dfb5eb0961cc46a11bb265b0c', '0x85eb79cd8b46305dfb5eb0961cc46a11bb265b0c', '0xf4221d85d07954e28a73c15bb459451e389de16e']",1
1655,Juan,['0xad5c39984149aa60663bbac47676f84192c04ca8'],1
210950,Akiba,"['0xbd320bfedf3f22773417317e39973cc37d4381a0', '0x0109a0243eb15247cba5eaa52f49a83b7ee9d843']",1
6731,Jamie → q/dau,['0x5c0d9828ca6595db1012a4063c7ae8b6edee7534'],1
195877,Airdropmars,['0x5f5ad03e4dd836711ddc80915a8e54ce80f516fd'],1
94033,Gustavo Oliveira,['0xf1efb5235308b6736c31532002fd36ff4ea91782'],1
193553,Noah Gallant,[],1
13669,Samanee,"['0xee05c32cec503bed8c46fe28189ef455fc8987ce', '0xee05c32cec503bed8c46fe28189ef455fc8987ce']",1
13629,elamir,['0xdb77cf077fb5fa898e767fdf8d5a1a16ef9db249'],1
194119,seabobo,[],1
193245,Tolulope ,[],1
18203,Octant,['0x4f80ce44afab1e5e940574f135802e12ad2a5ef0'],1
188375,tencent,['0x631ab8eb40588543df900263f864b6376d56a587'],1
197070,Momo,['0x09f656483f3280b73bedfd98eaa7b8b098d4c1a3'],1
18926,Santo,['0x65c9f5f0d3cf11c1b88dc3e23a0f21005dcf1770'],1
1734,Brian Flynn,[],1
191224,Victor,['0xcac3edb874429b4ecd6f2a60b09f78c925bf2d9f'],1
202332,Lorilei,[],1
189693,Tainiksatoshi,['0xc1ff3e6e2f1c5c0666dd171d72bda9d26b1d1f30'],1
188547,Cogito,['0xd0a619536765c523e7d4387f157ddeffc9a442aa'],1
17673,Road.bnb,"['0x13988cef5721a77e9a873b9c988559abd698516a', '0x13988cef5721a77e9a873b9c988559abd698516a']",1
210444,Czar,[],1
190470,BinhAnCapital,['0x10bfee19a33c1bfe9c546eb39aa1dd6375e2d447'],1
199904,Yady - Sofa Speedway on YT,[],1
18913,Beemeeupnow,['0xa05b26f366035f4a797c12cbc23b87633f353337'],1
22786,0xspace,[],1
193171,Anh Le,[],1
1575,Patrick,['0xf74f427724d3eaecd3e142d7243fc5688ca497ab'],1
11489,ɃΞrn,['0xf3ff5cc05e6340e7949546e509da113c5bc52685'],1
20500,Aditi 🌱,[],1
195963,ohikava,[],1
194311,alwaysinfor4444,[],1
18184,Nicole,"['0x470a20d2d07ed062c21c9f67bfc20750611610b5', '0x470a20d2d07ed062c21c9f67bfc20750611610b5']",1
194047,Brucewanghuhu,[],1
192853,Arlette Salas,['0x43cf3f6c919a45c680264551ff6b0d6ed26140d3'],1
195293,Skywirex,"['0x210d1c4c1e94c52edd53039190a3ea43c35e9506', '0x10cb2e0882643b3b08a87c89174591f03207fa01']",1
306,ravi,[],1
188819,ngophuong.eth,"['0x9d6459a7b689bb648e9a582dfaa433264b5912dc', '0x9d6459a7b689bb648e9a582dfaa433264b5912dc']",1
198186,D. Briggs,[],1
19445,cRekto,['0x76e059c6ff6bf9fffd5f33afdf4ab2fd511c9df4'],1
468,davisshaver.eth,['0x0f9bd2a9e0d30f121c525db5419a07b08fce8440'],1
189734,1inch,"['0x9452a94e92d3bf33f5f441c1b6dc4be58d1967f5', '0x9452a94e92d3bf33f5f441c1b6dc4be58d1967f5']",1
12111,Simona Pop,['0x54becc7560a7be76d72ed76a1f5fee6c5a2a7ab6'],1
8247,0xalphadoc,[],1
205989,zeropoint42au,[],1
12450,mkldx,['0x72337d25034d5a27fc10dce0c893fd29c1301d5b'],1
190507,Fren Reviews,['0x571c383c74ecc034715ef7970e2e2aca864a6426'],1
189255,haru,['0x60c2f34ff71cb8e6ac630d7b22c6b7a91db23ec7'],1
195223,Hyundai,[],1
8257,Blvckishh ,['0xe29ce06a2811c4a8e962562817244b1f9cb5327c'],1
202472,Najib77,['0x398bc3c2aa88e9d2a5aa3562ad30399b39d9d98b'],1
206130,Lionel PARRO,[],1
8609,Rico,['0xc9224abd852d750ea97d4a0cdd16383dc1c7eed6'],1
193120,zau,['0x60292ee7ac453105b4e1f9893fd2193a953838b8'],1
23242,apple,[],1
2785,Gegè E.K. 🧃,['0x8358fc2dd62c00c1a9cd0fcb577309a4cead2471'],1
14376,Peepo,['0x407df19995bba21e71ec6e6b72feba70318031be'],1
194008,Web3boat,[],1
191359,Jaz,"['0xbda0e9e66987884ff1bca24009686b33768f0642', '0xbda0e9e66987884ff1bca24009686b33768f0642']",1
13180,kyeon,['0x7dc75f04a3db267717cf03d01de29e1f83bd1b5a'],1
193787,Virtu🐶,['0xcd36c85564d8fc6f76074ef9243234a5cd4c5bc7'],1
188769,Queen of Drama,['0xacf2ee359ab065036f65f636b9372a161410daaa'],1
5964,franco,['0x6fd31aabe056c95a87158f1e69629702ad3fcbaf'],1
199632,kb,"['0x0b77f50ed0d5b78cdcab865147fd63a5431853b1', '0x0b77f50ed0d5b78cdcab865147fd63a5431853b1']",1
16739,Joke 😂🤣😂,"['0x28cbb460d652b607ac25c234d468fdb568312b2a', '0xd1e7777cc35e8a64736b306b91eb7b39fcdc724f']",1
192863,opleader,[],1
23436,Angela,"['0x5643f32f5a56f9781c451ee2919be8479db10414', '0x5643f32f5a56f9781c451ee2919be8479db10414', '0x5643f32f5a56f9781c451ee2919be8479db10414', '0x5643f32f5a56f9781c451ee2919be8479db10414']",1
11215,Johnbayode,"['0x40dfc01435b319d7bff4b8aac7970ec75d82660a', '0x5addea6020bca2edd41ec47297bf95922ffddaf0']",1
193005,little dragon girl,[],1
210325,Terry,"['0xa4e3d1be71e1ff77ec9eecffa4254631c06b4fc4', '0xa4e3d1be71e1ff77ec9eecffa4254631c06b4fc4', '0xa4e3d1be71e1ff77ec9eecffa4254631c06b4fc4']",1
20971,Elliott Alexander,[],1
1287,July,['0xdd3bf199e65bba74144a9a1c0dfaeda32b911121'],1
192773,SHIBAinu007,"['0x62da6a55832475f67201f1d606d254274e27a8d9', '0x62da6a55832475f67201f1d606d254274e27a8d9']",1
6070,Sontungmtp,"['0x89e2569b3283688346aaad29485267783f8d2017', '0x89e2569b3283688346aaad29485267783f8d2017']",1
191957,john coinner,['0x172f86ac7711f5dc024934649353bf864af5055c'],1
201847,Chris Duran,[],1
193448,Beijing,"['0x9451620d9b94b6f4dba808e6a49d2dd3fa96648b', '0x9451620d9b94b6f4dba808e6a49d2dd3fa96648b']",1
17847,Zuck9902,"['0xd3a4a1ef67371144527f56efe1120aa15371fb60', '0x68bee284c6652becedc1857fb169ad94c2df2da2']",1
23788,William Saliba,['0x5ba79df032756e4ebd62a7b9943f20ebe7c10110'],1
191253,Thuy,['0x708fb280a39c209dc0fbb819d5b058e871342af1'],1
18374,moekaka,['0x958a4190b4c385d5e42b2189526d568e57785ad9'],1
13898,Lorena,['0xb435a754363d2807aa8addddb44f758b5a76a71f'],1
4715,logonaut,['0xb0ccf43ada6cbaa26dcf4907117b496d49f74242'],1
196921,Chiefolooye,['0x68ef63c413a1325725cfb77a40480dd848eef1c1'],1
15515,Chetu,['0x0c2d62976f253b52f3bf8d33aa4a3bc724cace06'],1
16472,entueradigital.eth,['0xc757282690d46b79ddfeee49155419b313494d21'],1
10906,Kien 🇺🇦🎋,['0x5eeefc7d872c03296639bcc49d11c99403d2f4a8'],1
193912,Garance,"['0x317a1ea96dc4b10c1ea60e3af59c472316d31303', '0x317a1ea96dc4b10c1ea60e3af59c472316d31303']",1
350,steph,['0x429140cae777b14f3a788566073de9845a97535e'],1
192975,toraneko,"['0x97675d5d3ffd22401b78ba4c0a34faadd2039250', '0x97675d5d3ffd22401b78ba4c0a34faadd2039250', '0x97675d5d3ffd22401b78ba4c0a34faadd2039250', '0x97675d5d3ffd22401b78ba4c0a34faadd2039250']",1
24068,Maksim,['0x43d8d77b3c63e759d2232fdeb0cb3826541677aa'],1
269,Theodor Marcu,[],1
16074,Federation ⌐◨-◨,[],1
192912,starspace,[],1
22838,qlxjcj,"['0xc9b284d5a67aada6e078de392d3728ffcb555e76', '0x0cbc1d3fac57cea3fabea5e56433a2f78426ff8c']",1
9715,Kamil,[],1
7985,Michael,"['0x0f36fefd879a1d8037bcfa3c0db47421d8d4e0d6', '0x1230a28abba26e6d758a0961857757f7b80c76a5']",1
13848,Tunsky,['0x5cac4a6ff0c0c90053f0204e8caf1b707bc307e6'],1
3747,Carsten,['0xd26b76e50f6510cdd4bf45d59279705f36946d23'],1
188857,Frankie Nguyen,['0x3f49ecf4b7b57907d5644a941eb9c5b5be34e86f'],1
21066,Abhishek Yadav,[],1
7653,Aleks,"['0x101576328a6ae74e3045e988e70332a654936cb0', '0x101576328a6ae74e3045e988e70332a654936cb0', '0x101576328a6ae74e3045e988e70332a654936cb0']",1
5288,parker,['0x2aab747822b72b9e749252899f19f92e107454dc'],1
196205,Dr.K,[],1
19167,Charlie,['0x44e48842290489638772cc53067625d15e824766'],1
8220,pal,['0xbfe1a25d8f6424156433bf45d0dc4f5fd435c1e9'],1
20646,Stipinpixel,[],1
23684,satomaru,['0xf165a9793a270c1347badf883f48c36cb5e2310e'],1
193877,Saverio Weller,['0x5c7404cfa34e53661b7e0243f2e96ae0422436e2'],1
187744,furi,['0x9cf4dbab25fd916d09f73217b6852cc2347d14ba'],1
191808,The Only ,['0x83451798f7ddfc8e840909c67bd92e2841fa8474'],1
3095,Backseats,['0x3a6372b2013f9876a84761187d933dee0653e377'],1
195838,Victor,['0x9d886a3fbcad4c57487eac5667b402c6104d191c'],1
190915,minhhung.eth,['0x8480c1a301a8567468bfcbe6cdf4a83ba668dd97'],1
195342,Son Nguyen Hong,['0x7a130e696e37ce2330431726c30acf42f6c80a9d'],1
23604,afun,[],1
4724,Semui,"['0xa35ccb7a14c9adc8901253f92119b2a9d3b546bc', '0x3cb63b82d778105e43f064ed739b0655f1f0fb87', '0xf3236c9d0b623cc261009484db5cfed2079a007f', '0xf3236c9d0b623cc261009484db5cfed2079a007f', '0xf3236c9d0b623cc261009484db5cfed2079a007f']",1
16059,jess,['0x9ae453a677151e3c0c89924178d2cf68ad8367ae'],1
190779,0xlayer,['0x71b62f151ab50782a61eccc1afdc2d673d6652ca'],1
2770,Jackie | agaperste,['0xb10f35351ff21bb81dc02d4fd901ac5ae34e8dc4'],1
194433,IVISH,"['0x3b2c439a9997d0f06443f4ba44a3e4959c8854a8', '0x3b2c439a9997d0f06443f4ba44a3e4959c8854a8']",1
21834,obiman,['0x47412a9e7ea44077288b565d93bfce544abc4f4b'],1
22177,,[],1
193710,凡,[],1
194022,Backstage,[],1
7251,ciniz,"['0x99999990d598b918799f38163204bbc30611b6b6', '0x99999990d598b918799f38163204bbc30611b6b6']",1
201952,JMHILL,[],1
195956,Weidai中本哲史,"['0x0f683e5a0f835c5a9a1ba2fd43f4d03acb1cf888', '0x87d5e4ba0802cd9721441120aaedb10d9292eeaa']",1
195727,bazzz.eth,"['0x81dfd4cc20c7c37ab29484d6b3d7654c99231d11', '0x81dfd4cc20c7c37ab29484d6b3d7654c99231d11', '0x81dfd4cc20c7c37ab29484d6b3d7654c99231d11']",1
8815,Nokcha,['0xcc634ad49a8685d5247313fa26e961215c0bbf7f'],1
24193,okex,[],1
190322,Khuong Pham,['0x1b8a99527561bd73e375df7b4b14b10fd26025ec'],1
7727,freezer,['0x1adc09fa9a173a13dc5b4e0f85d1edf7a8c10f50'],1
193618,Spiritual Journey,[],1
22094,fxxk,[],1
15845,Santosh Panda Foundership,['0x51c56dadeca19259f68279dda464bd8b3761fa1f'],1
9829,Tjos1234,"['0xf26d75b2fc048f1f6c793ae9f939fa0946a0e104', '0xc8375cc2c5fa34eba6ac386feccabae1e51158c8', '0xbd64d36db5fca8a195d20b1b915c92bcdacb784a']",1
15190,Grzegorz Kossakowski,[],1
6033,Gianina Skarlett,[],1
192094,sawa,"['0x9c57247136f873e7fe0120cbae911458c57ce224', '0x9c57247136f873e7fe0120cbae911458c57ce224']",1
23595,Yungz,[],1
20768,Krab,['0x1ba34b9c2b97592fcb04eb51d901247e62103d2c'],1
2915,Gaurang Desai,['0x0040daac32d83c78546ae36da42a496b28ab09e1'],1
24128,Christopher,"['0xaf224d0e60447578c862e44d4fd75cd6f5cdc129', '0x487c6480c33f32435f99cfa4b1e09c0d4e4165f7']",1
12977,Hugo,"['0x4ef0eae978cc851ad05f90d34ce58d51d27eb096', '0x83455fcf356461654854fd376a6ac8922af60a8c']",1
205425,QChain,[],1
203988,Xiaoxiaoniao,[],1
14351,dev,['0x2eb468b1c02e6713770a0a71b95e9077a9f16651'],1
195449,Luca Di Domenico,[],1
198265,Anthony P,[],1
196346,jan,['0xb8c1fece2c2928b1e985f59e8546c2f0c13296d4'],1
21137,Nata Network | X-Chain Privacy,[],1
5543,Sir Suhayb is Streaming 🔴,['0xeb95ff72eab9e8d8fdb545fe15587accf410b42e'],1
804,Lazzarenne,['0x0161d1cc10116bb2a073a0c293d5e4f1a97a00b6'],1
197174,Blockboy,['0x703fbd74399f71103604e3c7ea9f54cbb43f718a'],1
194167,metaverse-surfer,[],1
17813,cryptoming,['0x7087e090c65ddc613b4386cda84aa3de9dac65bd'],1
18354,Sock,"['0x9a68f7d67275e0feffb4a714c2db8ba248f53595', '0x9a68f7d67275e0feffb4a714c2db8ba248f53595']",1
189949,minhtung,['0xdca6535094676644882f4a3c8296b64116fe31a8'],1
199987,Justin,"['0x95ad3a52d174c977667b97ca646f5c0e9f37374a', '0x95ad3a52d174c977667b97ca646f5c0e9f37374a']",1
22168,xiaopo,[],1
188873,Tom,"['0x91f4071dc67582721f698f9dd917cc7150107048', '0x91f4071dc67582721f698f9dd917cc7150107048']",1
200788,Cedric_LiteCoFund,"['0x4c2c49fb988a7a0a0b0148a8532d58719f6d25e3', '0x4c2c49fb988a7a0a0b0148a8532d58719f6d25e3', '0x4c2c49fb988a7a0a0b0148a8532d58719f6d25e3']",1
192373,Leshka,[],1
18381,zmanz,"['0x4a4b9a1553dadb071fe6a53bfe909ec08cb6ce35', '0x4a4b9a1553dadb071fe6a53bfe909ec08cb6ce35', '0x4a4b9a1553dadb071fe6a53bfe909ec08cb6ce35', '0x4a4b9a1553dadb071fe6a53bfe909ec08cb6ce35']",1
191286,bungee-cn,[],1
193373,lily.shanyao,[],1
23315,uniswap,[],1
204215,69 Pleausure Boutique,[],1
193556,EmileMarx,['0x943713397a1358c19b318336f458432aeaf1b03f'],1
1791,Andrei O.,['0x50cca5ed8b4455fbe316785269fc82500b67fd48'],1
21850,arlig,['0xc777ea0bf0a148c5facc0800c4df8aa6539467aa'],1
1793,Shandy Sulen,['0xc4dad120712a92117cc65d46514be8b49ed846a1'],1
190524,Pierre H. — q/dau,[],1
206457,Jordan Harris ,"['0x539433e4c7d402a8e951820ca1c0fd31a11fc1ee', '0x539433e4c7d402a8e951820ca1c0fd31a11fc1ee', '0x539433e4c7d402a8e951820ca1c0fd31a11fc1ee']",1
193019,Lone hero,[],1
198783,Aeth44,"['0x2c9a77cd8de055ffdbe8721431a7dd5064a480b0', '0x2c9a77cd8de055ffdbe8721431a7dd5064a480b0', '0x2c9a77cd8de055ffdbe8721431a7dd5064a480b0', '0x2c9a77cd8de055ffdbe8721431a7dd5064a480b0', '0x2c9a77cd8de055ffdbe8721431a7dd5064a480b0']",1
191648,Anon,['0x6160f79afb844c875977b81f426b363890b7c4d7'],1
15058,0xDao,['0x4198f9a9e6e4341a73917b760d20b753d5b4232b'],1
196114,IAN,[],1
187883,clairdelune,[],1
194211,livebetter,[],1
6741,Sean,['0x140a8219678c254332f12b2d16442b6512ddea9e'],1
20066,applefather.eth,['0xd11b8a1399a4e21bf48bb2106c620fa7ece7ddf1'],1
124,Giuliano Giacaglia,['0xe7b25a8ab435c4f8a0d056edda7ba450a9999285'],1
204562,Ethan Street,[],1
194055,apple,[],1
193140,arod.buidler,['0x13d735a4d5e966b8f7b19fc2f476bfc25c0fc7dc'],1
191704,GGJR,['0x455d8cc938049f8642e575a06a9c863bce9a6163'],1
23355,damonpowers,[],1
22292,chuge,[],1
196760,weeb,['0x4bc821fef2ff947b57585a5fdbc73690db288a49'],1
207923,Basphlem,"['0xa520763de99d72e36962ff826a634b9ac75237e7', '0xa520763de99d72e36962ff826a634b9ac75237e7']",1
7942,Anjal,"['0xf4408b493df70a9857dfe8daef5f4cce4999a761', '0x6836891dc804ced93ce5a18b5315e6c6b108ffd4', '0xfaa8a82153cc79eab5b74ef3583dd54822189b2a']",1
4097,Oops,['0x461cde402c6b945036df1b49f2703fca22b23d7b'],1
210986,Zarry HA,[],1
16055,The Dapp List,['0x8fdffb66b1680d26161c7a5d6154b26d422515c6'],1
859,Ricky Tan,['0x67f3961d25922673a74f70f7f1a39485e84d9d8e'],1
198930,Foman,['0xf49bab9664f78a7d1d777c8817df28c17d52fe05'],1
191086,Ananthu VB,['0xcf017f65819ce8aa3f980d5a55a913238aab725f'],1
193434,Brian Jiang,"['0x81cf0e8213e5bd20b13d746ca65da0d3a19d8cd0', '0x81cf0e8213e5bd20b13d746ca65da0d3a19d8cd0', '0x81cf0e8213e5bd20b13d746ca65da0d3a19d8cd0']",1
21819,epdrabbit,[],1
191694,Kiba gateaux,[],1
7275,DamCrypto,['0xda41f045c2da9da4903d0f5ebc31ff2e67037403'],1
21769,iwant,[],1
192532,Cafebiz,"['0xf8e016d50e75c32de1f6aeab8395c96c4c76f9c1', '0xf30b420082327c7fbda5ff18f6ccd07ed98ac4a1']",1
195479,AK,[],1
10931,Cate,['0x2205e881cfce328e8976ea0baea459eb6be241cb'],1
8079,vaughn tan is in singapore,['0x58fa3ca223412cb53937ce0ba32d329adb46447c'],1
194236,heyi,[],1
188695,ProMoney,['0xcc113d400e9c9e25bc6f8ecdc08f9767dd1c6fe5'],1
188445,only,[],1
191143,PTH.ETH,['0xdd9e643495dac6ecdaa76eeb5f058ae2c22832eb'],1
196004,Hùng,"['0xf8f15c037746e38c3508d3343d094d6ff6dbf773', '0xf8f15c037746e38c3508d3343d094d6ff6dbf773']",1
191135,Jonathan Barbeau,['0x917e6632d4a903deb74fe0c007d9d5c74af42e0d'],1
20752,bsodmyslf,['0xeaea8dd0dc551c02c18ea797c645f0bf8f59baee'],1
22764,chunxiang,[],1
187870,Cryptoman,"['0x493f26df9e602976cf0bbc6475fff0067898a1d1', '0x493f26df9e602976cf0bbc6475fff0067898a1d1']",1
22409,998,[],1
17671,Lemieux ,['0x2138da688c9de36875d57083be16066784ef3e1b'],1
20687,CryHAX,['0x3504d2221b9a148d1ee14fab1668757899ce43e1'],1
188965,Vasilias,[],1
19031,webpower,['0x142c408af7c814cc84d6f8b17890d09aaed3dd1c'],1
188289,sakuragi,['0x94cb66c29ac9c8cfa67c67ebaa5f135ef00e4fca'],1
192122,HaLu,['0x0fcab44d33b3ea69a2975a55dd1a65c359c540d5'],1
200173,Tamsir,"['0x89c927b7f8fd1d0550947ade5d82537929f7794b', '0x89c927b7f8fd1d0550947ade5d82537929f7794b']",1
1266,Elle,[],1
193594,StarryNight,[],1
192230,Jono,['0x2f6f5c852094b9d60be942ac87603be5ff451e49'],1
8202,allen ,['0xd5b82f1efef871c931128faaa4484d4861d1cdd9'],1
189557,Son Nguyen,['0xd9d1b976cad989b44f8094f51626e7da9883afbe'],1
20847,Tiles,[],1
195608,Bui Duy Tong,"['0x7c58ccb32eba830d0b609b4ccb3f2e045029cf36', '0x7c58ccb32eba830d0b609b4ccb3f2e045029cf36', '0x7c58ccb32eba830d0b609b4ccb3f2e045029cf36']",1
