fid,display_name,verified_addresses,casts_count
20152,Chi,"['0x0826356b18b80164fdd05a390bbd66d5f14c90b6', '0x97de69df2ecde54a4c0021e0b8b095aeb143bda6', '0x97de69df2ecde54a4c0021e0b8b095aeb143bda6', '0x97de69df2ecde54a4c0021e0b8b095aeb143bda6']",3
188372,Ryu0x167,[],3
191322,Truth o/r Dare,['0xd216cd78f1670a8785847b0064bcbf9465a08f4d'],3
189421,Nate,[],3
192076,Bowie,"['0x96f1542746782850c86d2ae5ae729c655df447fd', '0x96f1542746782850c86d2ae5ae729c655df447fd']",3
7637,Aaron Ferguson,['0x822ec855cc9f41b592622108e6f3565e976430c6'],3
193632,flowerspace,[],3
10655,omar,['0xf4212614c7fe0b3feef75057e88b2e77a7e23e83'],3
193238,wansu,"['0x0308794cbd50174be3401e08e352960b2e39b9d0', '0x0308794cbd50174be3401e08e352960b2e39b9d0']",3
21835,Matthew Ng,['0xd5f8a87c20b3d40109a62294c4d8afff0c76a916'],3
17401,soko,['0xb016f2bdb728e25a210c6948a9e1a4e586ceaf5b'],3
19766,Alex,[],3
17873,Lmk61,[],3
22533,Galactic 🪐,"['0x98488c8a8005e8cae743d571d2a0f87db288ea99', '0x98488c8a8005e8cae743d571d2a0f87db288ea99', '0x98488c8a8005e8cae743d571d2a0f87db288ea99']",3
188460,Jay0x,['0xe1f5e7b5370e5452fd674975fee63e52de283545'],3
195738,Praveen Babu 🖖,[],3
8410,Taylor.eth,"['0xa675d0598631414eff11d81c4831ebfea776c87b', '0x4173b02ac6c7fa4f15655e7751249e60f94235c0']",3
18145,John,['0x2c56ccc84bb49f6cf257afdd8734e96a00249f6a'],3
188946,Ryslan,"['0x94cdfc063f498138b667c8dad8e763e4338d1cae', '0x94cdfc063f498138b667c8dad8e763e4338d1cae']",3
190968,ciefa.eth,"['0xe06ce2ca5418f0763e9091f5bb348707a1b65bde', '0xe06ce2ca5418f0763e9091f5bb348707a1b65bde', '0xe06ce2ca5418f0763e9091f5bb348707a1b65bde']",3
10799,LEA,['0xf760e6b91f0d4430533acf0232f904ef3074ac2c'],3
626,Carlos Matallín,['0xcf7eca52de76e72e562adddb513cef4c609f1fd2'],3
7908,ichibiton,['0xb234a6f2dce9781b6bcd3d6097a27a9638dabedb'],3
21485,Cupojoseph,[],3
21708,magician,[],3
1114,Michael Silberling,"['0xa62649da86cce4b2e350fa314d7f226a083cab46', '0xeead1396fe5f0daec6dbc04d8a43e85dde4d97da', '0x5b63b49ee3e45cb6fe260859f6663f875f6b09bf']",3
2417,Rob Sanchez,['0x4c4ae926a706349fd16700b4f368a4a0cd4a67e4'],3
20989,Ruslana Gerling,['0x173e281498665a6d159cc1acf921eaea5ae745a0'],3
193108,Bubbyyyy,"['0x37642f150b392ccbadba784e7941e58cb109b639', '0x37642f150b392ccbadba784e7941e58cb109b639']",3
17642,totomal,['0x35e3a5f9a59a441f5b87416ed68eb99753e59171'],3
6162,typeof.eth,['0xfa6b3df826636eb76e23c1ee38180db3b8f60a86'],3
196413,Oscar.eth,"['0x38946b62c02b2c4e3fcce230ad0d4e0558b7eea6', '0x38946b62c02b2c4e3fcce230ad0d4e0558b7eea6']",3
1407,Jonathan Zinger,['0xafca747b067c40ae0dda3f170ae971a2cbf4d05c'],3
192165,Sameer,"['0x865d7eb5db37cc02ec209dd778f4e3851a421a20', '0xfc7c1d00b2ec6d3653e9de72590684456846c53d']",3
4695,Koda,[],3
14962,ahmadvio,"['0xe8ebcf8d1e6a1654f4e7057c212f3f5e38a520ee', '0xe8ebcf8d1e6a1654f4e7057c212f3f5e38a520ee']",3
194258,Rumblestiltskin,[],3
192377,murton,[],3
13005,Adam Spitz,['0x73e478dd6f90ed7312a9eb20d7a2f3ed566ff570'],3
196952,JP,[],3
192444,Nghiahxn,['0xc9efe725b348446be29d62456d7b2a18e86b4c7a'],3
16819,Pedro,['0x1955605a89b87e75a71763f97cc76ece36028b96'],3
8424,Ane Olsson,['0x53b8761820426b418b29437f81ad833936ce9bc8'],3
14923,blockdev,[],3
23922,lonely_king777,['0x8f791c0592db171d84167d10baa70fd6dd26705c'],3
191501,Zurf 🏄🏻‍♂️,[],3
625,Ale Machado,['0x285d3a530035fc5260b411f1a908dcac7bd34f80'],3
373,Jayme Hoffman,['0x9eab9d856a3a667dc4cd10001d59c679c64756e7'],2
190365,Huylai,['0xc830fe4df0775d1c6ce5541693cbf4210ceac2fb'],2
465,nybble,"['0x494eb06758e268af745cc3133b6f5f6e8b9ecb33', '0x72bb14a8dfab137e118839203dc36a1253050f0c', '0xeff53c26d9d10b0dda7765528cb2bc81101ee99b']",2
188189,Coinkritik,"['0xf93063f19f893bfaad1d194f635bd467e5c2adfe', '0xf93063f19f893bfaad1d194f635bd467e5c2adfe', '0xf93063f19f893bfaad1d194f635bd467e5c2adfe']",2
21229,Brady,[],2
189435,bestmark1,"['0x55a1cd90c5fb0dd3abe513f547ed8068d960d3b4', '0x55a1cd90c5fb0dd3abe513f547ed8068d960d3b4']",2
194537,Oren Yomtov,['0xd04dd74d0a905e857278ac3a8bdafadcd8bf8e87'],2
1117,Landon,['0xef2abe8d4307fc8afaa6c13aca7a359a706d6bee'],2
193247,Chain,['0x78d262ee17922bfb29476e25df20eec17e252902'],2
2500,rahul,['0xaf5db76a186e34ad64c2d06d44c0f4ced1d902cc'],2
378,Colin Armstrong,['0x8f1e16be9b6f88acf2cd58da84a335463350b9fb'],2
191914,Wojack,['0xc154b67cfe13a52fd71a9c81855c1db31467512c'],2
202056,GrimeyConcepts,['0xeb79fa420d66b9dcfba133589f07d3286878d3d5'],2
23393,Alien ,['0x5100188ce5e4103a387f4eacfb38280ee996d435'],2
189251,John,['0x659b24713908543c21db0bbbf408cd7700f443b0'],2
189291,erawhale,[],2
2210,kenny,['0x0e467a0288a439ba2678eb7d3b0b64b01e2bbbfc'],2
189052,KP,['0x7320cc8b0a97c385fcd44d3fbf604d9d01f46de9'],2
210970,Spencer,[],2
207669,shredgnar,"['0x70d5e6a746566032ae5722aa3396a854440a60a9', '0x70d5e6a746566032ae5722aa3396a854440a60a9']",2
15513,"HODLCEO (💎,🙌)","['0xbea78aa447114a54189faf1fdaf01b8279f665a5', '0x6005cdca3e6aef6aa9ff5a6301b09c770aa55783']",2
17367,Kikurage,"['0x6b7aa5d572fbcb67252165def631305e00c49f7b', '0x6b7aa5d572fbcb67252165def631305e00c49f7b']",2
23202,zhaoge,['0x53ebe91da07d4a2894561d4f6c451a25207a38fa'],2
15090,FMR,"['0x10a669eaf229c464f12ee0a26af18dbab442677c', '0x10a669eaf229c464f12ee0a26af18dbab442677c', '0x10a669eaf229c464f12ee0a26af18dbab442677c']",2
22220,12122.lens,[],2
193524,thisapemenin3,[],2
24176,Luis from 5PC,"['0x3f9a5a0267ce4ff6d84c08fd5150acb593e4523c', '0x3f9a5a0267ce4ff6d84c08fd5150acb593e4523c']",2
283,Jeff Feiwell,['0x108887066628c7be8016deb372a79582dd1e21cd'],2
24269,ryanyang,[],2
195407,Lucifer,[],2
4375,Res Ipsa,['0x0d74d273a4d2971e7cb8e7acb25ccfe149e37465'],2
17672,Rev Miller,[],2
10391,Philippe Castonguay,[],2
17986,Bantu ,['0x120112677618f6e6286454de485c02ddd830d970'],2
24235,Paul Carrera,['0x55432de4a9b98d2046b4173b8e59a7b540651f20'],2
20977,Juicebox,[],2
23115,Solitude,['0xabe8886b6f8dc7fffed07c47680fffc45ebd8ed1'],2
14559,Ness,"['0xd1673e61dc3e3942ef9bf12ff48fb588677d0b35', '0x7d9cb585ed2c50107b45fb2883d1338fd707066e', '0xe5cc61f225409db6ceb1dea160f89e688cb561ad']",2
193345,niconiconainu,['0xdb94a516465b1ddae57a5150c0771377d637b225'],2
193175,Kiriko,"['0xcbb9d3972f3f21325e6b035e89350e243daf180d', '0xcbb9d3972f3f21325e6b035e89350e243daf180d']",2
190591,Philip Milestone,['0xc024c50d54d5b441b09f534fcbe4b29b4fb3ec3f'],2
656,raz,['0xf0ae4f60a4dc379ae25371a34b4b699dee8d530f'],2
6591,Matt Lee ,['0x3ee75b599c076193b81885ca1838e560d268aad1'],2
207542,3liXBT,['0xddc34e3745adb986a42392cebfa2c24f72e24d4a'],2
18378,takminn,['0xc00bdafae2ddfca38c87b77c567d5f1891aa35fc'],2
200006,Krzysia,[],2
21679,SMARTFISH,[],2
193274,piraox,"['0x6718a489e98e2501c1b042ac76a7ff222cae6990', '0x6718a489e98e2501c1b042ac76a7ff222cae6990', '0x6718a489e98e2501c1b042ac76a7ff222cae6990', '0x6718a489e98e2501c1b042ac76a7ff222cae6990', '0x6718a489e98e2501c1b042ac76a7ff222cae6990', '0x6718a489e98e2501c1b042ac76a7ff222cae6990', '0x6718a489e98e2501c1b042ac76a7ff222cae6990', '0x6718a489e98e2501c1b042ac76a7ff222cae6990']",2
12547,DMasta,['0xbfbd69e77976530d33841690a94b16d8aaf0b033'],2
1236,Syed Shah🏴‍☠️🌊,['0xc3048079040c993818021e955b62102094cd4d03'],2
12890,👊cris84mon🛡️,['0x6f5671007b15a49aff5dd830183cd02d49e8be04'],2
190887,Vitalii,"['0xa822e917e1e0c764c69e723f223edb56b33a5801', '0xa822e917e1e0c764c69e723f223edb56b33a5801']",2
6509,dbdm,['0x338dbe3ed0da16c379c8a6809b3b465fb4e3f94a'],2
193254,Toto,['0x680e97d4669200196ee2bcf530f033d9d0362e86'],2
66,Tayyab - d/acc,['0x794cec5ee2659859050d29d858cf46191649e1fa'],2
315,Jordan Messina,['0x74b78e98093f5b522a7ebdac3b994641ca7c2b20'],2
193897,Sherali.eth,['0x39cf6e0ba4c4530735616e1ee7ff5fbcb726fbd2'],2
188354,Velosimp,['0x7a3754b3c95d58ef575c55eaef661647e3d2b07f'],2
15229,Roman Sivakov,"['0x4532280a66a0c1c709f7e0c40b14b4dea83253c1', '0x1580947c6f66570777b6e07e97efca55fa6b65b7', '0xf564c1dd01bc0edbba119a6e6f22ae992d0cc2ba', '0x4532280a66a0c1c709f7e0c40b14b4dea83253c1', '0x4532280a66a0c1c709f7e0c40b14b4dea83253c1']",2
191891,Knif.eth,['0x9abbf7218c65c4d22c8483b5d6be93075a3c159c'],2
19672,Ryan Charleston,['0x46aa43d3fa6d97573f7523653f68ebad455beb1f'],2
21113,Adli,"['0xeb305a65062b4b673b3eac21645775d5e01dda43', '0xeb305a65062b4b673b3eac21645775d5e01dda43', '0xeb305a65062b4b673b3eac21645775d5e01dda43']",2
18149,Mike,"['0x265b05613fef6e489c707d2433f9b922e67a8df9', '0x265b05613fef6e489c707d2433f9b922e67a8df9']",2
208108,Heef,[],2
9148,web3d3v | sonsOfCrypto.com,['0xe6c97606be089a0455ef944b49588596f62136d3'],2
195364,lazylad,['0x0e9b900efc2a46a6540dea2beb0e75c2ef4348b2'],2
20171,EZ,"['0x92b53563efa5eb9eeedad6bf6138f7125eb055b2', '0x92b53563efa5eb9eeedad6bf6138f7125eb055b2']",2
189492,Loopy.thea,"['0x1b3f0e64c719ad0c38606b007b114f1072919642', '0x1b3f0e64c719ad0c38606b007b114f1072919642', '0x1b3f0e64c719ad0c38606b007b114f1072919642']",2
12326,Cryptoma,['0x96c7f0ecae4ed256e39224c0ffcc8086918fd203'],2
20764,Tenkey,['0xe15ebb6573496fd6860f7194285375fb94c9a7c2'],2
2076,William Saar,['0x5346ecd227167a562a8f0765d3893f7cc3916630'],2
19010,Anish Dhiman,['0x4f6c84faf1602c1e33133f7f3170dff8595ec253'],2
191904,pepe,['0xbd9f8e64b6a2931427771d7f2c58c728362999e1'],2
22948,xiang,[],2
9533,bankisan,['0x988e6ee6f1678220aa5d5464a3f5e2571529df4b'],2
209707,Andrew Spaulding ,[],2
191572,Dmoo,"['0xe584ca8f30b93b3ed47270297a3e920e2d6d25f0', '0xe584ca8f30b93b3ed47270297a3e920e2d6d25f0']",2
558,josh,['0xb04b426e752240e2e8cfa798ffad9632f015f841'],2
23082,youyou,[],2
2461,Lawson.fm,['0x135c21b2da426760718e39da954974c4572ae9f6'],2
191862,Markkie,['0x24523b1979ba2603a66d613d00662b63aaadbb54'],2
17652,Pratik Sharma ,"['0x76f980cfe17d4ff3e3f9ddce2129c17e55a1091d', '0x9b37bc27b829861eb16b9537f162be3f20510923', '0x76f980cfe17d4ff3e3f9ddce2129c17e55a1091d', '0x76f980cfe17d4ff3e3f9ddce2129c17e55a1091d']",2
21762,Thang Leo,['0xa88278a74f0044f768cc4c4b14c90cc61211fc6e'],2
190118,Xenonnel,[],2
195640,Caesar,[],2
190571,Bojan,[],2
195712,Kelvin Truong,['0xb1523d0e1b7d4567ab27e4d26c16768456a93f4b'],2
3877,Max,['0x806164c929ad3a6f4bd70c2370b3ef36c64deaa8'],2
12129,MrJudge 🛡️,['0xafb46441aec7a2c9625c5c89edcb863671e310c8'],2
188642,Nio,['0x5a4b09693ccaa2c3218592d0bafa7788a01f4600'],2
17493,Jimbo,['0xda4e257275a686592a3bc7c43ab94526086ca281'],2
188183,Too,['0x944b8a5c94055a761d518ee11c6c370b139eff28'],2
5840,Harper,['0x43b7ea3ebcdd8133be85bee435b06a3a2db6cbcc'],2
24145,SpyBaSon,"['0x2e21074f7b6e332f3fddb17af1f50aecf5e584f6', '0x2e21074f7b6e332f3fddb17af1f50aecf5e584f6']",2
22117,ordinals,['0x9700ac67fd35ecb5e1c9d78e20099c5893051679'],2
15516,Snax ,['0x9ae8912ea6562957043c8d048641aa9b450c397f'],2
191309,DanZ,[],2
210399,Duoqilu,"['0xaf00098301fca063b6da3417454379f066759b5f', '0xaf00098301fca063b6da3417454379f066759b5f']",2
7863,miro𓆣,['0x07354f11cc7c11c8332fc9b31f0ca0359cb943a7'],2
23031,konkinbiw,[],2
21995,Stars,"['0x8e598c6243d82ccf8e3401aa3c76252b88eb3a66', '0x8e598c6243d82ccf8e3401aa3c76252b88eb3a66']",2
188700,Huy Pham,['0xb701396370d840b222c2c4789542f129ddba858d'],2
1349,avi,"['0x0567042435de07eab8e2e9d8bf8ef9fd5a191916', '0x909250eceed5e9b66fc6e973176b9ef4a657cd12']",2
19835,Juan Blanco,['0x111f530216fbb0377b4bdd4d303a465a1090d09d'],2
18994,Mao,['0xb3bc3d13aaf0f724c03129b25df52618eabc1eab'],2
12351,rahhb.eth,['0xd4a9cfa1d7cca50f29a46bd0f6f5646f5548a793'],2
18038,Petr Malyukov,['0x8d0daf7ddca5c8346e0835e9b0122d136a889360'],2
21975,ff0000,[],2
194324,Enkhbayar,['0x6ebbfa2d4c7d32b4700daf5be6fecb81b092ccb0'],2
1460,Alana Levin,['0x26f35e0f8f3030907044ac0a43e72c1a17284137'],2
206676,Rupa ,[],2
194166,Zcrypto ,"['0x39b92b032ede395173b51843f6aade23057eca02', '0x39b92b032ede395173b51843f6aade23057eca02']",2
192254,Chikapoyo,['0xd60df7f960c20dc06acd9a3844349242071d4d57'],2
23322,xDrop,[],2
187789,Aod_Satoshi,"['0xd193bc9460b839e2ee3b5ac5ac0477bcc7ee2db5', '0xd193bc9460b839e2ee3b5ac5ac0477bcc7ee2db5']",2
200892,Stephen Castel Photography,"['0xfcc6c730bd73b9104d2ef3eb85b7f47bfd2aeb4b', '0xfcc6c730bd73b9104d2ef3eb85b7f47bfd2aeb4b']",2
190831,VincentH,"['0x1042ac73178c929e6569cd4a9f8b26d0991be973', '0x1042ac73178c929e6569cd4a9f8b26d0991be973', '0x1042ac73178c929e6569cd4a9f8b26d0991be973']",2
20618,𝖍𝖚𝖆𝖓🥷🏽,"['0x986f2d9d1bef63adf2dbaa73b5aa1700fec93296', '0x65c7c4543d24fd325904e7ca89597a7da3c39de2', '0x65c7c4543d24fd325904e7ca89597a7da3c39de2', '0x986f2d9d1bef63adf2dbaa73b5aa1700fec93296', '0x986f2d9d1bef63adf2dbaa73b5aa1700fec93296', '0x986f2d9d1bef63adf2dbaa73b5aa1700fec93296', '0x986f2d9d1bef63adf2dbaa73b5aa1700fec93296', '0xfbd979d2ac4c47be71771f1a3671505e1ec0dc8a', '0x65c7c4543d24fd325904e7ca89597a7da3c39de2', '0xb7b98361c7f9dbec3cca7034590c2e7ab4e9c8da']",2
10703,Sanch,"['0x2bef4d96a329fd30d87faf6970ea8d697d9cc788', '0xfecd03f0bb014cb4ac064d6da9988c341c1d3864', '0xe317170800b61903674c71dc29110006160f376b', '0xfecd03f0bb014cb4ac064d6da9988c341c1d3864', '0x77b73f45c0ddcc56649620b25f532679647cbe9c']",2
474,peterdrood.eth,['0xd5482b2f9edf93a79d6d60f5903be35d8622662e'],2
193077,Omecat,"['0x19dd4be525a0c44848be701278d4f6d390168c20', '0x19dd4be525a0c44848be701278d4f6d390168c20']",2
18481,0xAli,['0xedb61a92de9d08874bdf2a9d1fdf8df9f111bf7d'],2
19434,k1,['0x42bc42766e797183e12112c835779a289cd1a1fd'],2
20546,Chaomons,['0xfede2257dc043f53a24ac7947218bacfb0013b09'],2
11448,yesyes,"['0x86874bf84f0d27dcfc6c4c34ab99aad8ced8d892', '0xfa2cd9b0e716697ff5d70f0e4afb7c2e5ba405d0']",2
191818,ケンシ🤺,['0x14a0c203826ab076bbd0f386baa3421e3ca4836a'],2
23426,George ,['0x6e40dc97a419b42490923677bbc803e55338c26e'],2
2904,WakΞ,"['0xcfdb2bb393b0d6523359a808cd66723efca52e6a', '0x45698cdcc733cba4f8b1150c2f580587adf1df92']",2
200205,Amy,['0x3ef89ab6692a929a2a8c70dca7973df9bfdc37ea'],2
17620,Bivan9do,['0x618715e04a5f3ce5dcfbcbcad78b0973521d5f1f'],2
193102,Magix,['0x30063b5662db49c81d57e6734332907616e66035'],2
23326,nostr,[],2
188557,Ben Tolman,[],2
2766,Ivyroot,['0xebe4b33f9e2abb47a042a2cb9f45698dcae91e17'],2
21053,Dimasya,['0xbb0c110616753a961c15f24f03cb6820854da2fd'],2
190360,mask,['0xd5fa2a18026f47e08e58a17e4a1104d688275cf7'],2
550,Silhouette,['0x8358e0f54179ec00736411244489c60c0c14436b'],2
195454,rachel,[],2
13100,blanker,"['0x01974549c9b9a30d47c548a16b120b1caa7b586c', '0x1b33b9d0322d84434cc217c76611902515db8b5c']",2
20223,Marakaki,"['0x999debf3c160aa2c34a32cba9cda3b98c711626b', '0x999debf3c160aa2c34a32cba9cda3b98c711626b', '0x999debf3c160aa2c34a32cba9cda3b98c711626b']",2
198489,Santos Lebron,"['0x6cafb675921b7bb1523200501d763260cf5dc0f1', '0x6cafb675921b7bb1523200501d763260cf5dc0f1']",2
20131,Jack.top,"['0x77976011d4a092fb23887d951cbfd4dbcbba7eec', '0x77976011d4a092fb23887d951cbfd4dbcbba7eec', '0x77976011d4a092fb23887d951cbfd4dbcbba7eec', '0x77976011d4a092fb23887d951cbfd4dbcbba7eec']",2
4623,Binary Floyd,"['0xeb2b6802332c2a86be4479b1993ba05afd91d300', '0x7c11eaaf1a8afb13ffbe90b27ef4f55d13731f11', '0x0091d3535257f331d9a2aefff759665c83bbe381']",2
23110,Kikka,['0xd47026405968ae3d4a2d36e3147d2264bbf63ff6'],2
23362,GodSama,[],2
195075,CryptoJeter,[],2
18458,theclash ⌐◨-◨,"['0x9471f70f2518846f7a076636d64e5a22787da105', '0x9471f70f2518846f7a076636d64e5a22787da105', '0x98db764d115badcde1a035df94b8118016c53057', '0x9471f70f2518846f7a076636d64e5a22787da105']",2
6815,misha  🪨,['0xc304eef1023e0b6e644f8ed8f8c629fd0973c52d'],2
196961,Jorge Arce,[],2
6906,Artyom Grislis,['0x354d4d759c49094f60d537bfd7177c05b70c20cc'],2
11955,pianohands,[],2
200268,Abdulahi Abdurafu,[],2
14976,sudo rm -rf --no-preserve-root /,['0x07bf3cda34aa78d92949bbdce31520714ab5b228'],2
941,ncitron.eth,"['0xc987eb2e50959b51e74056ee62c8f0e437c3a56f', '0xf6401adc23faa6b9ad83ea8604ca7254cb7f53e7']",2
13674,Javad,"['0xa032af19029667fc7ad842d65d524e62a16cc4ca', '0xa032af19029667fc7ad842d65d524e62a16cc4ca']",2
725,sahil,['0x4a12d8389696eff9294dece42a648588eda0f56d'],2
206301,Manuel Alire,['0xa6d62054cbc9351914b961e57c9d7b6ecd6df06d'],2
1992,Thibauld,['0xb81e88279f3208001aeda20689d3e5d818758dbf'],2
23744,Phuonguyen1409,['0x18a3a09e417d9d101bd3c28d0130b28492676bec'],2
311,bennet,['0xe7657ab31a15a0a2e024ba12ab85967fec4253bc'],2
204566,RelliKs ReliCs,[],2
190029,Minh Trí,['0x830e1ec123490efc75c55eec3e3bc1356e19de0e'],2
10857,Nico Gallardo,['0x84e1056ed1b76fb03b43e924ef98833dba394b2b'],2
23084,Crypto,['0xc9a99a759c34a4bf5e91bd07edea07c7b6f814fb'],2
193673,biggertig,[],2
196975,CryptoSincero,[],2
189039,kkdemian,[],2
17793,makemake ,[],2
195052,vege-duck,[],2
187698,Lars,['0x2fcda75f0038d54bd0f0d88d5db2a62ea298af36'],2
206763,Rob W,"['0x439dc2dea660421db4b4191f98bbdd9d6227ce57', '0x439dc2dea660421db4b4191f98bbdd9d6227ce57', '0x439dc2dea660421db4b4191f98bbdd9d6227ce57', '0x439dc2dea660421db4b4191f98bbdd9d6227ce57']",2
195574,Thanh Nguyen,"['0x87e66dde09d61adfa076bdffd359871e9e5c1238', '0x87e66dde09d61adfa076bdffd359871e9e5c1238', '0x87e66dde09d61adfa076bdffd359871e9e5c1238']",2
4440,kiki,['0x9e1d939faa0ec4f2327f5cd0c9663c0aebf9b5c7'],2
16823,Firefly App,['0xbcf189169fa710e4e707ad1cc041bef60b44b8aa'],2
913,John Palmer,[],2
195083,bnbwhale,['0xbceaff1da1e57f3d65d39fe26b1e386ae7f6ef14'],2
3863,Elie,['0x22204f13489b373cc0a591d5639e30fde2a44ae9'],2
12425,HadiFab ,['0x309471398adfa2b136970583ad0db66294f035e3'],2
193639,Duy Muoi,['0x28f40132eb3ac6948b283ad51080fba7a6c78ec2'],2
1668,David Tomu,['0x98397a068d413d3c92a506f98c5f25d33a9dac14'],2
188563,Yurii Vyshyvanyi,['0xa9262a85ee1964d3b04b1f2e10053c1d7ca5136b'],2
23003,YCZ,[],2
191791,dorioji.eth,['0x409bd82cf7071daa870540495cfa21ae49e69f00'],2
24175,KIA (Ki-Asian),"['0x20d9bf896e2f2fcaffc5865e5cd56ae3997e24cf', '0x20d9bf896e2f2fcaffc5865e5cd56ae3997e24cf']",2
190989,rulos,"['0x7320b08b56953b9795fa7d50aecab533e7ec33cd', '0x7320b08b56953b9795fa7d50aecab533e7ec33cd']",2
12059,BigSalad ,['0x4714fbcb8910f568234e8d3a249dd2e1319c5d32'],2
7438,Jithin Raj,"['0x09de8de37fd4befe77a45eda7e794a2bebbdc1b7', '0x09de8de37fd4befe77a45eda7e794a2bebbdc1b7']",2
932,andrew,['0x808d42f468a0f08deebe9e5c1f63fd03808b5a6b'],2
21437,tylerterry,"['0x16571a6e792066762a5924f822aadb1fe6802d33', '0x16571a6e792066762a5924f822aadb1fe6802d33', '0x16571a6e792066762a5924f822aadb1fe6802d33', '0x16571a6e792066762a5924f822aadb1fe6802d33']",2
196267,Uddhav,[],2
187904,YPSONO,[],2
17150,Memecoin Capital,['0xd0d0c983ddd2fc008bdfd9a88e99d067d671a3e6'],2
3958,pgpg,['0x739579406156648512b7029291c1aabddd95bb29'],2
190552,Khalid,['0x2ac7ef06bf76b4d027274e683445393f386c05d5'],2
521,sören john,['0xfcdd256267ade068babfb94f526a47aadf143a55'],2
193150,AlexPham,"['0xa561e6bdbd72c9130a28ec1cb2d1b0a7810088ce', '0xa561e6bdbd72c9130a28ec1cb2d1b0a7810088ce', '0xa84ce3e472f4242ea135bba7cad876838cd5645a', '0xa561e6bdbd72c9130a28ec1cb2d1b0a7810088ce']",2
1629,Jackson,['0xec4061eff0032aecc4b3d1187166bd3ae06bf056'],2
14558,Artin,['0x62a62844983751906a67e557e36c2037d2c3099f'],2
196387,Jojo ,"['0xb49826a193c50a7ac5322532ce70debdde034bd2', '0xb49826a193c50a7ac5322532ce70debdde034bd2']",2
193706,梦之力,[],2
21348,Konohime,['0x3fe465902811769e3e8738cd162632e85dcbaa86'],2
20558,w-g,[],2
15838,Chinmay 👷 ⚡ 🛒,"['0x75e5162644fca0392cce7dc6fe20f35e362ca8bb', '0x75e5162644fca0392cce7dc6fe20f35e362ca8bb']",2
13746,Shojaie,['0xa9811f9f6b8bca7f9f91f850a98310e63fbb7326'],2
2062,Timi,"['0xa62ba163e57219fa1e67ec21cc101b5e5167d111', '0xa62ba163e57219fa1e67ec21cc101b5e5167d111']",2
16598,Vadim Filimonov,['0xce3a3a36a3c9c204be77cd9a324aaf1958fa5c76'],2
196552,Maya Raghavan,[],2
22298,lyf,['0x76b2b72bda27000f57f6b126d2a02eb9cfac6c7f'],2
203007,Shabal ,['0xd1dc06e59d8db219920b314c85bd479ff355ec9a'],2
4525,emo.eth,['0x28679a1a632125fbbf7a68d850e50623194a709e'],2
3454,crispz ,['0x4c99cb95545e1f91c62910c144d32f7e44b923bd'],2
188121,Liam ,"['0x158191a179dcbcfa3c4b11f011fbf7aecdd778f3', '0x158191a179dcbcfa3c4b11f011fbf7aecdd778f3']",2
8949,tomato,['0xe40a2a4c6dfc11f40f2bee39a3785f2c33c1d33b'],2
190108,Trigs,[],2
325,Victor Ma,"['0x223f2db258234f7fa164a9e4c0929318feb3b550', '0x0caa7be0edbe2e65a4b06936782ef8fdf6de8b95']",2
17581,Evgeni ,[],2
195606,Luciola Kami,['0x6c15313ed774cd815ec15d25582f893f18328666'],2
13590,Covariance,['0xf39033b6a4218d05914867c51098b9be472b999c'],2
200437,metamante,['0x28a8925f0c4fd0b289ff97f7cc4d1561f1ac0d28'],2
193621,Su193621,[],2
18154,Kun,['0x6e2a497a065674ab8b129fd7ddb301c6243c6362'],2
7811,Ashoat,['0x911413ef4127910d79303483f7470d095f399ca9'],2
23430,ETH<3,[],2
196020,thiagobrez.eth,['0x0cba9374cd43bf34e0402b10227bb022f2fea5a7'],2
21000,ROMKA,['0x5d8d9668ff0a655486027c97111c14a99316eb42'],2
23131,Akak,"['0x77ef40c0a789008c60166d40f84416a7a0492466', '0x77ef40c0a789008c60166d40f84416a7a0492466']",2
188888,ziizii,[],2
4071,remnynt,['0xee50e712c9afa8d3781510d958d9e75681b0e8cb'],2
194372,Roadu ,[],2
20669,fz3n,[],2
5708,timdaub 🥝/🫦,['0xee324c588cef1bf1c1360883e4318834af66366d'],2
14391,Joel Miller,"['0xb6d197b72756395a4a8f8d48a54750d5b8ea51ee', '0xb6d197b72756395a4a8f8d48a54750d5b8ea51ee']",2
194504,www.ConcentricIndustries.net,[],2
17498,jim,"['0x346240a8b47497c87cec082cd5ba88589893e0aa', '0x8dd6b32d6229f640047ee1ec9e20ab61983082a7', '0xff360f84db2df5548f1ad4b4f62c14524143f9f4']",2
17520,bd,['0xe1002d17736f398aa28ad8c921930436ed3c158e'],2
16237,Max Vernovsky,['0xedac3381eca8487a723d80a882430f1fed8caf0f'],2
197143,Morgok,"['0x642a2decc241887927b3be5a3a4f857f0b877ccf', '0x642a2decc241887927b3be5a3a4f857f0b877ccf', '0x642a2decc241887927b3be5a3a4f857f0b877ccf', '0x642a2decc241887927b3be5a3a4f857f0b877ccf']",2
190587,usmfit.eth,['0x1eb2fadbdf69920ded2d6fa87d6ce9a4193a1522'],2
4976,luish,['0xa7695a6fb16b0d20d7aa4eb6615ed86f33c3e01a'],2
17454,Omoode,['0xc77391c8fc52b5733ef487e3e8d7d5bbb79ec3db'],2
6801,julien,"['0x4ce2dd8373ece0d7baaa16e559a5817cc875b16a', '0x81dd955d02d337db81ba6c9c5f6213e647672052']",2
4182,michaelcjoseph,['0x66782e5a061b5a63536f912380a6dcf9481900c7'],2
